event_id,timestamp,username,event_type,location,ip_address,failed_attempts,data_transferred_mb,privileged_account,risk_score,risk_level
4602,2026-08-31 17:58:06.990451,developer01,Failed Login,Chicago,192.168.1.30,7,0,False,30,Medium
4603,2026-08-17 18:08:06.990451,trader01,File Access,Chicago,172.16.0.10,0,0,False,5,Low
4604,2026-09-09 21:56:06.990451,employee01,Password Reset,Connecticut,192.168.1.20,0,0,False,10,Low
4605,2026-08-27 15:20:06.990451,admin01,Privilege Change,New York,192.168.1.30,0,0,True,55,Medium
4606,2026-08-22 22:34:06.990451,employee01,Successful Login,New York,10.0.0.25,0,0,False,0,Low
4607,2026-09-11 12:39:06.990451,employee01,File Access,New York,192.168.1.20,0,0,False,5,Low
4608,2026-08-21 12:09:06.990451,analyst01,Failed Login,Texas,10.0.0.15,8,0,False,50,Medium
4609,2026-08-28 01:39:06.990451,analyst01,Privilege Change,New Jersey,172.16.0.10,0,0,False,30,Medium
4610,2026-08-19 10:04:06.990451,developer01,Failed Login,New York,192.168.1.20,5,0,False,30,Medium
4611,2026-09-05 23:39:06.990451,employee01,File Access,California,192.168.1.30,0,0,False,15,Low
4612,2026-08-21 12:10:06.990451,analyst01,Password Reset,Chicago,10.0.0.25,0,0,False,10,Low
4613,2026-09-07 11:53:06.990451,trader01,File Access,New Jersey,192.168.1.10,0,0,False,5,Low
4614,2026-09-05 22:11:06.990451,employee02,Privilege Change,Connecticut,10.0.0.25,0,0,False,30,Medium
4615,2026-08-25 00:11:06.990451,finance01,Failed Login,New York,192.168.1.30,9,0,False,40,Medium
4616,2026-09-06 11:56:06.990451,analyst01,Data Transfer,Texas,192.168.1.20,0,2703,False,35,Medium
4617,2026-08-26 04:12:06.990451,employee01,Password Reset,Texas,10.0.0.25,0,0,False,20,Low
4618,2026-09-12 17:48:06.990451,trader01,Password Reset,London,10.0.0.25,0,0,False,20,Low
4619,2026-09-13 23:36:06.990451,employee01,File Access,Chicago,192.168.1.10,0,0,False,5,Low
4620,2026-09-06 06:50:06.990451,admin01,Successful Login,Texas,192.168.1.10,0,0,True,35,Medium
4621,2026-09-06 05:24:06.990451,analyst01,Failed Login,London,192.168.1.10,7,0,False,40,Medium
4622,2026-08-27 22:26:06.990451,admin01,Privilege Change,California,192.168.1.10,0,0,True,65,High
4623,2026-09-04 19:54:06.990451,developer01,File Access,Chicago,192.168.1.20,0,0,False,5,Low
4624,2026-08-22 10:03:06.990451,trader01,Successful Login,California,192.168.1.30,0,0,False,10,Low
4625,2026-08-30 03:58:06.990451,employee02,Failed Login,Connecticut,10.0.0.15,7,0,False,30,Medium
4626,2026-09-12 15:16:06.990451,admin01,Password Reset,California,10.0.0.15,0,0,True,45,Medium
4627,2026-09-09 16:24:06.990451,employee03,Privilege Change,New York,192.168.1.10,0,0,False,30,Medium
4628,2026-09-04 06:40:06.990451,developer01,Password Reset,London,10.0.0.25,0,0,False,20,Low
4629,2026-08-28 22:46:06.990451,admin01,Successful Login,Connecticut,10.0.0.25,0,0,True,25,Low
4630,2026-08-23 23:58:06.990451,employee02,File Access,London,172.16.0.10,0,0,False,15,Low
4631,2026-09-01 02:23:06.990451,developer01,Successful Login,Chicago,192.168.1.20,0,0,False,0,Low
4632,2026-09-06 20:44:06.990451,employee02,Privilege Change,Connecticut,192.168.1.30,0,0,False,30,Medium
4633,2026-09-10 00:01:06.990451,employee01,Data Transfer,Connecticut,192.168.1.20,0,1297,False,25,Low
4634,2026-08-27 03:48:06.990451,employee02,Failed Login,Connecticut,192.168.1.10,9,0,False,40,Medium
4635,2026-09-13 14:43:06.990451,developer01,Privilege Change,Connecticut,172.16.0.10,0,0,False,30,Medium
4636,2026-09-09 09:42:06.990451,trader01,Password Reset,London,192.168.1.30,0,0,False,20,Low
4637,2026-08-28 19:43:06.990451,employee03,Failed Login,Chicago,172.16.0.10,4,0,False,20,Low
4638,2026-09-12 10:55:06.990451,employee03,Failed Login,Connecticut,192.168.1.20,8,0,False,40,Medium
4639,2026-09-12 04:13:06.990451,developer01,Privilege Change,California,10.0.0.15,0,0,False,40,Medium
4640,2026-09-12 15:29:06.990451,analyst01,Failed Login,London,192.168.1.20,9,0,False,50,Medium
4641,2026-08-15 19:15:06.990451,admin01,Successful Login,New York,10.0.0.15,0,0,True,25,Low
4642,2026-09-06 12:10:06.990451,employee01,Privilege Change,New York,192.168.1.20,0,0,False,30,Medium
4643,2026-08-23 20:29:06.990451,trader01,Failed Login,Connecticut,172.16.0.10,9,0,False,40,Medium
4644,2026-08-24 04:00:06.990451,employee03,Failed Login,California,192.168.1.20,10,0,False,50,Medium
4645,2026-09-12 07:18:06.990451,employee01,Successful Login,Chicago,10.0.0.15,0,0,False,0,Low
4646,2026-08-16 10:02:06.990451,employee02,File Access,New York,192.168.1.30,0,0,False,5,Low
4647,2026-09-14 01:52:06.990451,employee02,Password Reset,New York,10.0.0.15,0,0,False,10,Low
4648,2026-09-02 03:09:06.990451,employee03,Password Reset,Connecticut,10.0.0.25,0,0,False,10,Low
4649,2026-09-11 13:19:06.990451,employee01,Data Transfer,New York,172.16.0.10,0,3538,False,40,Medium
4650,2026-09-14 04:23:06.990451,finance01,File Access,California,10.0.0.25,0,0,False,15,Low
4651,2026-09-09 15:20:06.990451,employee02,Successful Login,Chicago,10.0.0.15,0,0,False,0,Low
4652,2026-08-28 07:54:06.990451,developer01,Successful Login,Chicago,192.168.1.20,0,0,False,0,Low
4653,2026-08-31 13:38:06.990451,developer01,Data Transfer,California,10.0.0.25,0,1860,False,35,Medium
4654,2026-08-26 22:27:06.990451,employee01,File Access,New Jersey,10.0.0.15,0,0,False,5,Low
4655,2026-08-26 14:10:06.990451,finance01,Failed Login,Chicago,172.16.0.10,7,0,False,30,Medium
4656,2026-08-25 01:25:06.990451,analyst01,Successful Login,Chicago,192.168.1.20,0,0,False,0,Low
4657,2026-09-04 07:31:06.990451,employee01,Failed Login,Chicago,192.168.1.20,4,0,False,20,Low
4658,2026-08-28 02:37:06.990451,developer01,Failed Login,Chicago,192.168.1.20,9,0,False,40,Medium
4659,2026-08-31 05:49:06.990451,admin01,Data Transfer,California,192.168.1.30,0,1906,True,60,High
4660,2026-08-29 09:51:06.990451,developer01,Failed Login,California,192.168.1.20,3,0,False,30,Medium
4661,2026-09-14 04:08:06.990451,analyst01,File Access,Texas,192.168.1.20,0,0,False,15,Low
4662,2026-08-27 03:43:06.990451,employee03,Failed Login,California,10.0.0.15,1,0,False,10,Low
4663,2026-09-11 02:34:06.990451,analyst01,Password Reset,Texas,10.0.0.25,0,0,False,20,Low
4664,2026-08-29 07:32:06.990451,employee03,File Access,Texas,10.0.0.15,0,0,False,15,Low
4665,2026-08-31 02:13:06.990451,trader01,Password Reset,New York,192.168.1.30,0,0,False,10,Low
4666,2026-09-02 18:02:06.990451,trader01,Privilege Change,California,192.168.1.10,0,0,False,40,Medium
4667,2026-08-28 02:12:06.990451,employee01,Failed Login,New York,172.16.0.10,4,0,False,20,Low
4668,2026-08-21 07:37:06.990451,admin01,Successful Login,Texas,192.168.1.30,0,0,True,35,Medium
4669,2026-09-06 23:36:06.990451,developer01,Data Transfer,Connecticut,172.16.0.10,0,3370,False,40,Medium
4670,2026-08-24 08:42:06.990451,employee03,File Access,Connecticut,192.168.1.30,0,0,False,5,Low
4671,2026-08-27 10:14:06.990451,admin01,Failed Login,New Jersey,192.168.1.10,6,0,True,55,Medium
4672,2026-09-05 19:55:06.990451,employee02,Privilege Change,New York,10.0.0.15,0,0,False,30,Medium
4673,2026-08-23 19:18:06.990451,analyst01,File Access,Connecticut,192.168.1.30,0,0,False,5,Low
4674,2026-08-25 19:59:06.990451,employee01,Password Reset,New York,10.0.0.25,0,0,False,10,Low
4675,2026-08-22 04:38:06.990451,employee02,File Access,New York,192.168.1.10,0,0,False,5,Low
4676,2026-08-27 11:58:06.990451,employee01,Successful Login,Chicago,172.16.0.10,0,0,False,0,Low
4677,2026-09-05 04:50:06.990451,employee02,Privilege Change,Texas,192.168.1.30,0,0,False,40,Medium
4678,2026-08-16 23:27:06.990451,employee03,Privilege Change,New Jersey,172.16.0.10,0,0,False,30,Medium
4679,2026-08-27 08:08:06.990451,developer01,Data Transfer,Texas,192.168.1.30,0,3387,False,50,Medium
4680,2026-09-04 21:38:06.990451,employee01,Password Reset,New Jersey,192.168.1.30,0,0,False,10,Low
4681,2026-08-22 10:15:06.990451,admin01,Successful Login,New York,10.0.0.25,0,0,True,25,Low
4682,2026-08-17 19:24:06.990451,finance01,Failed Login,New Jersey,172.16.0.10,10,0,False,40,Medium
4683,2026-08-28 12:24:06.990451,finance01,File Access,London,192.168.1.30,0,0,False,15,Low
4684,2026-09-14 16:00:06.990451,analyst01,Successful Login,New Jersey,192.168.1.30,0,0,False,0,Low
4685,2026-08-24 12:49:06.990451,developer01,Successful Login,London,192.168.1.20,0,0,False,10,Low
4686,2026-08-31 12:17:06.990451,employee02,Password Reset,London,10.0.0.25,0,0,False,20,Low
4687,2026-09-11 18:36:06.990451,trader01,Data Transfer,New York,192.168.1.20,0,2360,False,25,Low
4688,2026-09-12 17:33:06.990451,employee02,Privilege Change,New York,10.0.0.25,0,0,False,30,Medium
4689,2026-09-05 03:32:06.990451,analyst01,Privilege Change,Texas,10.0.0.15,0,0,False,40,Medium
4690,2026-09-07 00:36:06.990451,employee01,Failed Login,London,192.168.1.30,9,0,False,50,Medium
4691,2026-08-23 13:10:06.990451,employee02,Successful Login,California,172.16.0.10,0,0,False,10,Low
4692,2026-09-09 16:30:06.990451,developer01,Successful Login,New York,192.168.1.10,0,0,False,0,Low
4693,2026-08-18 15:10:06.990451,employee01,Successful Login,New Jersey,172.16.0.10,0,0,False,0,Low
4694,2026-08-31 00:28:06.990451,developer01,Password Reset,London,192.168.1.30,0,0,False,20,Low
4695,2026-09-09 07:34:06.990451,admin01,Password Reset,California,10.0.0.25,0,0,True,45,Medium
4696,2026-09-05 10:12:06.990451,admin01,Data Transfer,Texas,172.16.0.10,0,4719,True,85,Critical
4697,2026-09-01 12:24:06.990451,analyst01,Successful Login,New Jersey,172.16.0.10,0,0,False,0,Low
4698,2026-08-31 09:51:06.990451,employee03,Password Reset,Connecticut,10.0.0.15,0,0,False,10,Low
4699,2026-09-03 23:29:06.990451,employee02,Data Transfer,New York,192.168.1.20,0,1171,False,25,Low
4700,2026-09-02 09:09:06.990451,admin01,Failed Login,Connecticut,10.0.0.25,8,0,True,65,High
4701,2026-09-09 23:15:06.990451,admin01,Password Reset,California,192.168.1.10,0,0,True,45,Medium
4702,2026-08-26 13:37:06.990451,analyst01,File Access,London,192.168.1.30,0,0,False,15,Low
4703,2026-09-04 14:22:06.990451,employee02,Data Transfer,California,10.0.0.15,0,3200,False,50,Medium
4704,2026-08-24 03:56:06.990451,employee03,Privilege Change,Chicago,192.168.1.30,0,0,False,30,Medium
4705,2026-09-01 05:18:06.990451,analyst01,Failed Login,Connecticut,192.168.1.10,9,0,False,40,Medium
4706,2026-09-05 20:43:06.990451,developer01,File Access,Connecticut,192.168.1.30,0,0,False,5,Low
4707,2026-08-28 02:31:06.990451,trader01,File Access,London,10.0.0.15,0,0,False,15,Low
4708,2026-08-31 12:34:06.990451,developer01,Failed Login,Connecticut,10.0.0.25,2,0,False,0,Low
4709,2026-09-11 05:50:06.990451,employee01,Password Reset,Chicago,10.0.0.25,0,0,False,10,Low
4710,2026-09-04 01:14:06.990451,employee01,Data Transfer,Connecticut,172.16.0.10,0,235,False,0,Low
4711,2026-09-13 04:08:06.990451,analyst01,File Access,Connecticut,10.0.0.15,0,0,False,5,Low
4712,2026-08-21 04:35:06.990451,developer01,Data Transfer,London,192.168.1.30,0,3708,False,50,Medium
4713,2026-09-02 10:19:06.990451,developer01,Data Transfer,Connecticut,10.0.0.15,0,1775,False,25,Low
4714,2026-09-01 04:08:06.990451,developer01,Privilege Change,London,10.0.0.25,0,0,False,40,Medium
4715,2026-09-13 06:40:06.990451,employee01,Failed Login,Texas,172.16.0.10,2,0,False,10,Low
4716,2026-09-07 11:51:06.990451,finance01,File Access,Chicago,192.168.1.20,0,0,False,5,Low
4717,2026-09-11 15:11:06.990451,admin01,Data Transfer,New York,192.168.1.30,0,4495,True,75,High
4718,2026-08-22 09:25:06.990451,employee01,Failed Login,New York,172.16.0.10,1,0,False,0,Low
4719,2026-08-18 21:19:06.990451,finance01,Successful Login,Chicago,192.168.1.10,0,0,False,0,Low
4720,2026-08-16 06:36:06.990451,finance01,Failed Login,Chicago,10.0.0.25,7,0,False,30,Medium
4721,2026-08-31 17:29:06.990451,analyst01,Data Transfer,London,10.0.0.25,0,2481,False,35,Medium
4722,2026-09-07 21:26:06.990451,employee03,Failed Login,New Jersey,192.168.1.20,1,0,False,0,Low
4723,2026-08-17 09:44:06.990451,admin01,Failed Login,Connecticut,192.168.1.10,9,0,True,65,High
4724,2026-08-25 23:38:06.990451,employee03,Password Reset,Texas,192.168.1.20,0,0,False,20,Low
4725,2026-09-11 00:23:06.990451,admin01,File Access,Connecticut,192.168.1.20,0,0,True,30,Medium
4726,2026-08-26 21:54:06.990451,finance01,Data Transfer,Chicago,192.168.1.30,0,3341,False,40,Medium
4727,2026-08-27 20:18:06.990451,employee02,File Access,California,172.16.0.10,0,0,False,15,Low
4728,2026-09-07 01:31:06.990451,analyst01,Password Reset,Chicago,10.0.0.25,0,0,False,10,Low
4729,2026-08-22 00:47:06.990451,employee01,File Access,New York,192.168.1.20,0,0,False,5,Low
4730,2026-08-16 13:39:06.990451,finance01,Data Transfer,Connecticut,172.16.0.10,0,3553,False,40,Medium
4731,2026-09-13 14:22:06.990451,employee02,Password Reset,Connecticut,10.0.0.15,0,0,False,10,Low
4732,2026-09-11 09:30:06.990451,employee02,Privilege Change,New Jersey,10.0.0.15,0,0,False,30,Medium
4733,2026-09-03 21:14:06.990451,finance01,Data Transfer,Chicago,192.168.1.30,0,4334,False,50,Medium
4734,2026-09-12 01:23:06.990451,employee03,Data Transfer,New Jersey,10.0.0.25,0,806,False,0,Low
4735,2026-09-03 15:53:06.990451,analyst01,Password Reset,London,192.168.1.20,0,0,False,20,Low
4736,2026-08-16 03:46:06.990451,employee03,Privilege Change,Connecticut,10.0.0.15,0,0,False,30,Medium
4737,2026-09-14 08:58:06.990451,employee02,Failed Login,Connecticut,192.168.1.10,5,0,False,30,Medium
4738,2026-08-28 09:06:06.990451,finance01,Privilege Change,Connecticut,192.168.1.10,0,0,False,30,Medium
4739,2026-08-25 09:23:06.990451,trader01,Successful Login,London,192.168.1.20,0,0,False,10,Low
4740,2026-09-01 19:42:06.990451,finance01,Data Transfer,California,172.16.0.10,0,3023,False,50,Medium
4741,2026-08-26 14:30:06.990451,finance01,Data Transfer,New Jersey,172.16.0.10,0,4840,False,50,Medium
4742,2026-09-13 03:26:06.990451,employee02,Privilege Change,New Jersey,192.168.1.10,0,0,False,30,Medium
4743,2026-08-30 10:27:06.990451,trader01,Privilege Change,London,172.16.0.10,0,0,False,40,Medium
4744,2026-08-23 07:35:06.990451,admin01,File Access,California,192.168.1.30,0,0,True,40,Medium
4745,2026-08-27 05:39:06.990451,employee01,Successful Login,Chicago,10.0.0.15,0,0,False,0,Low
4746,2026-09-02 15:52:06.990451,admin01,Failed Login,Chicago,172.16.0.10,6,0,True,55,Medium
4747,2026-09-08 20:31:06.990451,employee03,File Access,Texas,10.0.0.25,0,0,False,15,Low
4748,2026-09-09 21:45:06.990451,admin01,Successful Login,Texas,192.168.1.20,0,0,True,35,Medium
4749,2026-09-05 09:49:06.990451,employee01,Failed Login,California,192.168.1.20,8,0,False,50,Medium
4750,2026-08-29 01:18:06.990451,finance01,Failed Login,New York,192.168.1.30,6,0,False,30,Medium
4751,2026-08-20 17:35:06.990451,employee02,Data Transfer,Chicago,192.168.1.20,0,2729,False,25,Low
4752,2026-08-18 23:31:06.990451,admin01,Privilege Change,London,192.168.1.20,0,0,True,65,High
4753,2026-08-18 00:45:06.990451,admin01,File Access,New Jersey,192.168.1.30,0,0,True,30,Medium
4754,2026-09-06 20:13:06.990451,analyst01,Password Reset,California,10.0.0.15,0,0,False,20,Low
4755,2026-08-29 11:35:06.990451,employee03,Password Reset,Chicago,192.168.1.20,0,0,False,10,Low
4756,2026-08-23 19:24:06.990451,employee03,Successful Login,New York,172.16.0.10,0,0,False,0,Low
4757,2026-08-18 09:13:06.990451,developer01,Password Reset,New York,10.0.0.15,0,0,False,10,Low
4758,2026-08-19 03:10:06.990451,developer01,Failed Login,Connecticut,10.0.0.25,8,0,False,40,Medium
4759,2026-08-18 15:53:06.990451,developer01,Password Reset,New York,192.168.1.20,0,0,False,10,Low
4760,2026-09-05 20:26:06.990451,employee02,Failed Login,New Jersey,10.0.0.15,9,0,False,40,Medium
4761,2026-09-08 11:08:06.990451,analyst01,Data Transfer,London,192.168.1.30,0,535,False,10,Low
4762,2026-09-01 04:50:06.990451,developer01,Successful Login,California,192.168.1.30,0,0,False,10,Low
4763,2026-08-23 04:53:06.990451,employee03,Password Reset,Texas,192.168.1.30,0,0,False,20,Low
4764,2026-09-06 05:53:06.990451,trader01,Password Reset,New York,192.168.1.10,0,0,False,10,Low
4765,2026-08-30 19:44:06.990451,trader01,Successful Login,New Jersey,10.0.0.15,0,0,False,0,Low
4766,2026-08-29 16:23:06.990451,employee02,Successful Login,Texas,10.0.0.15,0,0,False,10,Low
4767,2026-09-09 05:00:06.990451,analyst01,Password Reset,Texas,192.168.1.20,0,0,False,20,Low
4768,2026-08-17 07:33:06.990451,trader01,Password Reset,London,10.0.0.15,0,0,False,20,Low
4769,2026-08-17 02:58:06.990451,employee03,Failed Login,Chicago,192.168.1.20,2,0,False,0,Low
4770,2026-09-05 07:39:06.990451,analyst01,Failed Login,Chicago,192.168.1.20,2,0,False,0,Low
4771,2026-09-07 00:04:06.990451,trader01,Failed Login,London,192.168.1.10,8,0,False,50,Medium
4772,2026-08-20 22:27:06.990451,admin01,Successful Login,Chicago,172.16.0.10,0,0,True,25,Low
4773,2026-09-04 01:54:06.990451,finance01,Successful Login,Chicago,10.0.0.25,0,0,False,0,Low
4774,2026-08-22 07:18:06.990451,employee03,Successful Login,Connecticut,10.0.0.15,0,0,False,0,Low
4775,2026-08-21 00:31:06.990451,finance01,Failed Login,California,172.16.0.10,8,0,False,50,Medium
4776,2026-08-27 06:42:06.990451,admin01,File Access,Chicago,10.0.0.15,0,0,True,30,Medium
4777,2026-08-18 14:58:06.990451,finance01,Password Reset,New York,10.0.0.15,0,0,False,10,Low
4778,2026-09-03 13:59:06.990451,analyst01,Successful Login,Chicago,10.0.0.15,0,0,False,0,Low
4779,2026-08-23 06:32:06.990451,employee01,Password Reset,Chicago,172.16.0.10,0,0,False,10,Low
4780,2026-08-21 23:54:06.990451,admin01,Successful Login,California,10.0.0.25,0,0,True,35,Medium
4781,2026-08-28 11:50:06.990451,admin01,Data Transfer,California,192.168.1.20,0,1648,True,60,High
4782,2026-09-14 06:42:06.990451,employee02,Password Reset,Texas,192.168.1.10,0,0,False,20,Low
4783,2026-08-22 02:49:06.990451,developer01,Failed Login,Texas,10.0.0.15,6,0,False,40,Medium
4784,2026-09-14 13:02:06.990451,finance01,File Access,New Jersey,192.168.1.10,0,0,False,5,Low
4785,2026-09-08 15:26:06.990451,finance01,Privilege Change,Chicago,172.16.0.10,0,0,False,30,Medium
4786,2026-08-18 16:28:06.990451,finance01,Failed Login,Connecticut,172.16.0.10,3,0,False,20,Low
4787,2026-09-07 08:46:06.990451,employee02,Password Reset,Texas,192.168.1.20,0,0,False,20,Low
4788,2026-08-21 11:31:06.990451,finance01,Failed Login,California,192.168.1.10,4,0,False,30,Medium
4789,2026-09-12 03:45:06.990451,employee01,Successful Login,Connecticut,10.0.0.25,0,0,False,0,Low
4790,2026-08-18 12:40:06.990451,employee03,Successful Login,Chicago,172.16.0.10,0,0,False,0,Low
4791,2026-09-11 10:02:06.990451,developer01,Failed Login,Connecticut,192.168.1.30,9,0,False,40,Medium
4792,2026-09-08 07:44:06.990451,employee01,Failed Login,Texas,192.168.1.20,6,0,False,40,Medium
4793,2026-08-29 17:58:06.990451,employee03,Password Reset,New Jersey,192.168.1.10,0,0,False,10,Low
4794,2026-08-18 08:57:06.990451,employee02,Password Reset,London,10.0.0.25,0,0,False,20,Low
4795,2026-09-07 15:04:06.990451,employee01,Password Reset,New York,192.168.1.20,0,0,False,10,Low
4796,2026-08-27 10:34:06.990451,finance01,Password Reset,Chicago,10.0.0.25,0,0,False,10,Low
4797,2026-09-06 22:00:06.990451,finance01,Failed Login,New Jersey,172.16.0.10,3,0,False,20,Low
4798,2026-09-11 03:00:06.990451,finance01,Privilege Change,California,192.168.1.30,0,0,False,40,Medium
4799,2026-09-10 22:38:06.990451,employee02,Failed Login,London,10.0.0.25,6,0,False,40,Medium
4800,2026-08-23 09:20:06.990451,employee02,Data Transfer,New Jersey,10.0.0.15,0,2515,False,25,Low
4801,2026-08-26 23:50:06.990451,finance01,Privilege Change,Texas,10.0.0.15,0,0,False,40,Medium
4802,2026-09-09 12:14:06.990451,employee02,Password Reset,California,192.168.1.10,0,0,False,20,Low
4803,2026-08-28 03:27:06.990451,analyst01,Password Reset,London,192.168.1.20,0,0,False,20,Low
4804,2026-09-02 06:23:06.990451,employee02,Failed Login,Connecticut,192.168.1.20,6,0,False,30,Medium
4805,2026-08-16 12:20:06.990451,trader01,Failed Login,Texas,10.0.0.15,3,0,False,30,Medium
4806,2026-08-28 04:33:06.990451,trader01,Successful Login,New Jersey,10.0.0.15,0,0,False,0,Low
4807,2026-08-25 00:10:06.990451,employee02,Failed Login,California,172.16.0.10,10,0,False,50,Medium
4808,2026-08-31 10:54:06.990451,employee01,File Access,New Jersey,192.168.1.20,0,0,False,5,Low
4809,2026-08-26 13:59:06.990451,analyst01,Password Reset,Connecticut,172.16.0.10,0,0,False,10,Low
4810,2026-09-14 10:35:06.990451,trader01,File Access,New Jersey,192.168.1.20,0,0,False,5,Low
4811,2026-09-13 01:31:06.990451,analyst01,File Access,New York,10.0.0.15,0,0,False,5,Low
4812,2026-08-17 04:41:06.990451,employee03,Data Transfer,Chicago,10.0.0.25,0,4259,False,50,Medium
4813,2026-08-23 12:53:06.990451,developer01,Password Reset,California,10.0.0.25,0,0,False,20,Low
4814,2026-09-08 21:07:06.990451,trader01,Privilege Change,London,10.0.0.15,0,0,False,40,Medium
4815,2026-09-08 21:53:06.990451,analyst01,Data Transfer,London,172.16.0.10,0,952,False,10,Low
4816,2026-08-28 13:35:06.990451,employee03,Privilege Change,Connecticut,192.168.1.30,0,0,False,30,Medium
4817,2026-09-12 18:00:06.990451,developer01,Successful Login,Connecticut,192.168.1.10,0,0,False,0,Low
4818,2026-09-06 07:04:06.990451,admin01,Successful Login,Connecticut,10.0.0.25,0,0,True,25,Low
4819,2026-08-22 23:37:06.990451,finance01,File Access,Texas,192.168.1.20,0,0,False,15,Low
4820,2026-08-18 06:51:06.990451,employee03,Data Transfer,Texas,172.16.0.10,0,891,False,10,Low
4821,2026-09-06 03:46:06.990451,finance01,Failed Login,New York,172.16.0.10,6,0,False,30,Medium
4822,2026-09-06 15:54:06.990451,finance01,Successful Login,New York,192.168.1.10,0,0,False,0,Low
4823,2026-09-12 01:13:06.990451,trader01,Password Reset,Connecticut,192.168.1.30,0,0,False,10,Low
4824,2026-08-22 04:46:06.990451,trader01,Failed Login,Chicago,10.0.0.25,6,0,False,30,Medium
4825,2026-08-30 08:51:06.990451,employee01,Successful Login,Chicago,10.0.0.25,0,0,False,0,Low
4826,2026-09-01 09:18:06.990451,trader01,Data Transfer,New Jersey,192.168.1.20,0,3332,False,40,Medium
4827,2026-08-31 14:06:06.990451,finance01,Successful Login,Connecticut,192.168.1.10,0,0,False,0,Low
4828,2026-09-10 07:03:06.990451,employee03,Password Reset,Connecticut,192.168.1.20,0,0,False,10,Low
4829,2026-08-18 17:33:06.990451,finance01,File Access,California,192.168.1.20,0,0,False,15,Low
4830,2026-08-31 07:21:06.990451,employee03,Failed Login,London,192.168.1.10,6,0,False,40,Medium
4831,2026-09-02 21:00:06.990451,finance01,Data Transfer,London,10.0.0.15,0,1800,False,35,Medium
4832,2026-08-23 13:46:06.990451,analyst01,Password Reset,London,10.0.0.25,0,0,False,20,Low
4833,2026-09-09 20:49:06.990451,employee02,File Access,Texas,10.0.0.25,0,0,False,15,Low
4834,2026-08-22 16:39:06.990451,employee01,File Access,Chicago,10.0.0.25,0,0,False,5,Low
4835,2026-08-30 13:00:06.990451,analyst01,Privilege Change,Connecticut,172.16.0.10,0,0,False,30,Medium
4836,2026-09-04 17:12:06.990451,admin01,Successful Login,New York,192.168.1.10,0,0,True,25,Low
4837,2026-08-25 21:48:06.990451,finance01,Privilege Change,Chicago,172.16.0.10,0,0,False,30,Medium
4838,2026-08-25 02:40:06.990451,employee02,Data Transfer,Texas,172.16.0.10,0,275,False,10,Low
4839,2026-09-02 04:56:06.990451,employee02,Privilege Change,Texas,10.0.0.25,0,0,False,40,Medium
4840,2026-08-17 20:55:06.990451,developer01,Password Reset,Chicago,192.168.1.10,0,0,False,10,Low
4841,2026-09-12 05:27:06.990451,employee03,Successful Login,California,192.168.1.10,0,0,False,10,Low
4842,2026-09-06 22:40:06.990451,developer01,Password Reset,Texas,10.0.0.15,0,0,False,20,Low
4843,2026-08-30 03:21:06.990451,developer01,Password Reset,California,10.0.0.25,0,0,False,20,Low
4844,2026-08-31 11:17:06.990451,trader01,Data Transfer,Texas,192.168.1.30,0,2228,False,35,Medium
4845,2026-08-22 18:01:06.990451,trader01,Failed Login,Texas,172.16.0.10,10,0,False,50,Medium
4846,2026-08-20 01:17:06.990451,employee03,Failed Login,Texas,192.168.1.30,1,0,False,10,Low
4847,2026-08-21 08:08:06.990451,finance01,Password Reset,Chicago,192.168.1.10,0,0,False,10,Low
4848,2026-08-20 22:49:06.990451,trader01,Privilege Change,Texas,192.168.1.30,0,0,False,40,Medium
4849,2026-08-18 03:05:06.990451,analyst01,Password Reset,Texas,10.0.0.25,0,0,False,20,Low
4850,2026-08-21 03:57:06.990451,employee01,Password Reset,New York,172.16.0.10,0,0,False,10,Low
4851,2026-09-09 20:57:06.990451,employee02,Password Reset,New Jersey,172.16.0.10,0,0,False,10,Low
4852,2026-08-18 06:18:06.990451,employee01,Successful Login,Chicago,172.16.0.10,0,0,False,0,Low
4853,2026-08-28 20:39:06.990451,developer01,File Access,California,10.0.0.25,0,0,False,15,Low
4854,2026-09-08 22:03:06.990451,trader01,Privilege Change,London,192.168.1.20,0,0,False,40,Medium
4855,2026-09-12 00:08:06.990451,analyst01,Data Transfer,Texas,10.0.0.25,0,3411,False,50,Medium
4856,2026-08-31 14:17:06.990451,finance01,Successful Login,California,10.0.0.15,0,0,False,10,Low
4857,2026-09-03 17:12:06.990451,employee03,Failed Login,London,10.0.0.15,8,0,False,50,Medium
4858,2026-08-25 22:00:06.990451,employee02,Successful Login,Texas,192.168.1.10,0,0,False,10,Low
4859,2026-08-17 14:59:06.990451,employee03,File Access,London,10.0.0.25,0,0,False,15,Low
4860,2026-08-29 23:45:06.990451,finance01,Privilege Change,Chicago,192.168.1.10,0,0,False,30,Medium
4861,2026-08-28 06:48:06.990451,employee02,Data Transfer,London,192.168.1.10,0,4606,False,60,High
4862,2026-08-27 16:14:06.990451,trader01,File Access,New York,192.168.1.10,0,0,False,5,Low
4863,2026-09-08 07:09:06.990451,finance01,Password Reset,Texas,192.168.1.10,0,0,False,20,Low
4864,2026-09-02 21:19:06.990451,analyst01,Password Reset,New Jersey,10.0.0.25,0,0,False,10,Low
4865,2026-08-27 03:15:06.990451,developer01,Privilege Change,Connecticut,10.0.0.15,0,0,False,30,Medium
4866,2026-09-08 20:20:06.990451,analyst01,Failed Login,New Jersey,192.168.1.30,8,0,False,40,Medium
